,index,high_nei,high_sim,low_nei,low_sim
199,199,"91, 313, 454","0.7728224155824536, 0.763233114821496, 0.748752077519077","186, 313, 224","0.8569789, 1.132451, 2.9322712"
200,200,"280, 397, 252","0.78573190778681, 0.7557132094106743, 0.7409431754947992","280, 30, 286","3.9966085, 5.003462, 13.841773"
201,201,"300, 318, 117","0.7720001872495984, 0.7300244300648941, 0.7134546828673517","318, 130, 89","0.14802104, 0.59942424, 3.7334168"
202,202,"499, 315, 128","0.7722773242811952, 0.7457996140540334, 0.7179928429595887","151, 499, 389","0.27810156, 3.4484265, 4.4527063"
203,203,"494, 244, 90","0.7046013095085478, 0.6958588020872672, 0.6946855639849906","273, 275, 118","1.5778185, 3.3740928, 5.543976"
204,204,"458, 377, 257","0.757383125991644, 0.7558185442352047, 0.7522601930123677","257, 402, 34","2.8813708, 3.7282903, 4.5339723"
205,205,"395, 432, 418","0.7466159986555753, 0.7440050200509573, 0.7352290753421334","4, 395, 388","0.5404955, 1.2376578, 2.6701646"
206,206,"109, 221, 313","0.7421256272276529, 0.7292133767013768, 0.7259413161252711","224, 265, 199","1.1261272, 1.2072588, 3.8095438"
207,207,"166, 228, 304","0.7630955894506728, 0.7429259249362721, 0.7360644696131037","88, 239, 228","0.26331693, 0.9227138, 5.4824834"
208,208,"80, 481, 70","0.7138460295183329, 0.6984819990247036, 0.6912802772107135","428, 70, 457","2.2405245, 2.3273487, 3.278879"
209,209,"125, 56, 330","0.7252245724530988, 0.6877199731843694, 0.6616327712208031","437, 483, 419","0.45675617, 6.2812257, 6.993415"
210,210,"330, 146, 56","0.7834638206030898, 0.7544985736464221, 0.7526147126393212","330, 56, 146","1.2074484, 2.1567645, 2.3166583"
211,211,"171, 114, 328","0.757201338040655, 0.6395119477022396, 0.6346183175441157","389, 444, 499","2.493439, 4.1224284, 5.9875"
212,212,"498, 159, 217","0.7052835286399175, 0.7009244083536176, 0.7007171335909115","498, 468, 410","0.22334856, 7.2440805, 8.861968"
213,213,"412, 197, 176","0.7117784905617663, 0.6960243510757724, 0.6958819465046906","145, 412, 105","0.57399225, 10.498648, 24.203606"
214,214,"423, 195, 387","0.8801144454575934, 0.8747232562757089, 0.8673171557505361","285, 225, 156","1.2824712, 1.689259, 1.716916"
215,215,"39, 485, 191","0.8339217134591494, 0.8234272815972, 0.801682755670875","191, 78, 466","0.6857082, 0.7689978, 1.1933547"
216,216,"178, 18, 96","0.7830869559472354, 0.7725792945920003, 0.7713470929607465","18, 96, 118","0.8940956, 2.0009909, 2.8045676"
217,217,"441, 397, 420","0.7535803149360495, 0.7419442097607997, 0.7401891912288241","397, 420, 67","2.113594, 2.3591313, 4.872721"
218,218,"365, 0, 52","0.6384061524822721, 0.5899065836414744, 0.5892292904229475","365, 294, 0","0.93755466, 1.6047543, 4.1110487"
219,219,"33, 495, 357","0.7618152571493803, 0.7358226746765456, 0.7234764486866999","357, 136, 109","0.91351557, 4.921456, 7.2261815"
220,220,"496, 55, 11","0.9090318476986877, 0.9076050018820966, 0.9074583794584372","496, 377, 179","0.7894561, 0.90370554, 1.1848803"
221,221,"206, 109, 136","0.7292133767013768, 0.7242506634308843, 0.7036124647820687","109, 24, 136","0.90855104, 0.97876996, 1.203163"
222,222,"208, 445, 392","0.6459443733417508, 0.6340790913401578, 0.6335612120384694","192, 464, 394","0.020184107, 10.112128, 10.396358"
223,223,"167, 387, 415","0.940052084611304, 0.9380141349898462, 0.9271918835037763","387, 167, 285","0.97851485, 1.0086353, 1.0120453"
224,224,"277, 109, 357","0.714805921085768, 0.7052556602792686, 0.6954735256087236","206, 186, 20","1.1261272, 2.4701765, 2.714851"
225,225,"156, 423, 214","0.8899875311219189, 0.887589026610904, 0.8668631765500386","214, 156, 387","1.689259, 1.7307302, 2.021411"
226,226,"250, 59, 474","0.7708490051524348, 0.7435773634242183, 0.7129804049321409","250, 59, 98","0.8183041, 1.1539997, 2.8297994"
227,227,"246, 69, 444","0.6929502380845323, 0.6626539598641843, 0.6556383147905985","444, 246, 133","0.8572922, 1.8477147, 2.9651146"
228,228,"207, 304, 128","0.7429259249362721, 0.7253723454947518, 0.7094013667866493","396, 88, 207","0.09712824, 3.8944738, 5.4824834"
229,229,"80, 135, 237","0.7466631646311825, 0.7032188935281299, 0.6616139486184831","135, 329, 131","0.004364192, 5.7575254, 6.429938"
230,230,"233, 170, 317","0.7950573203308254, 0.7738870267860392, 0.7734885284770533","233, 317, 86","0.3999309, 2.7949362, 5.3936906"
231,231,"260, 390, 172","0.6761611739887847, 0.6730924042510329, 0.6233103362988194","26, 253, 92","1.8235462, 3.8022006, 6.6193867"
232,232,"429, 45, 174","0.7224074533013515, 0.7207398740595224, 0.7187783455473179","174, 331, 312","1.9301822, 2.794652, 7.5264525"
233,233,"230, 254, 311","0.7950573203308254, 0.786158687587803, 0.7412171029924973","230, 86, 317","0.3999309, 4.602193, 5.0139136"
234,234,"153, 55, 16","0.9362928771157356, 0.918858056525291, 0.9101543249801978","153, 55, 434","0.51827735, 0.6502106, 0.8491836"
235,235,"149, 277, 341","0.8723898910813567, 0.7828772646241615, 0.7639461561842305","149, 277, 451","0.00720213, 1.5285556, 2.205476"
236,236,"374, 307, 147","0.8418581089985874, 0.669595690755077, 0.6618671700964153","265, 24, 307","2.1330726, 3.0983279, 5.9353366"
237,237,"294, 229, 80","0.6964551677517719, 0.6616139486184831, 0.6578582547307461","80, 464, 445","1.1624434, 1.8118502, 3.3946824"
238,238,"333, 410, 110","0.7614403618175769, 0.7580234692794638, 0.7555871463216308","7, 108, 405","1.3695384, 2.5095327, 2.579069"
239,239,"172, 300, 304","0.714559616948957, 0.7127449994795434, 0.70601263921005","207, 88, 300","0.9227138, 2.1651914, 2.2361286"
240,240,"134, 50, 470","0.8057704961498378, 0.7242704567657781, 0.7234885267253321","50, 30, 134","0.7601139, 5.415566, 5.6980224"
241,241,"301, 70, 8","0.7126003891478845, 0.7084407626806949, 0.6936878000289479","70, 457, 428","0.6004351, 1.9650793, 2.060992"
242,242,"97, 99, 138","0.7653286646383499, 0.7580601921484588, 0.7570156213082752","99, 255, 312","1.7000866, 4.3512883, 5.1609077"
243,243,"117, 194, 318","0.7778937725862781, 0.7686474964276041, 0.7419388162522443","194, 117, 346","0.31429213, 1.4481144, 2.748394"
244,244,"139, 494, 90","0.8429606161728762, 0.8229242922575425, 0.7962988880651756","467, 139, 140","0.24861294, 3.6576965, 7.3089375"
245,245,"302, 290, 488","0.7652594978085393, 0.7151944789846374, 0.7067064048477899","139, 262, 4","7.655131, 12.136164, 15.585896"
246,246,"133, 227, 444","0.7364299964296636, 0.6929502380845323, 0.6908297400476335","133, 227, 444","0.13451195, 1.8477147, 2.0567327"
247,247,"373, 449, 459","0.7845800930931849, 0.7322556362677956, 0.7179692896040452","459, 373, 60","0.7257227, 1.2807727, 1.7540823"
248,248,"21, 324, 242","0.7352807118229041, 0.6743423945030921, 0.6699820444118243","324, 390, 69","1.0176907, 5.6134634, 7.0174475"
249,249,"364, 189, 462","0.9147605114313074, 0.9143390225813004, 0.9029629349971094","364, 189, 496","0.42984506, 1.0444025, 1.7488052"
250,250,"226, 59, 474","0.7708490051524348, 0.7696158041748581, 0.7477635012549703","59, 226, 414","0.3595591, 0.8183041, 3.5423188"
251,251,"270, 401, 4","0.72603726171396, 0.695482358288339, 0.685926446708575","432, 418, 270","0.4377122, 1.7492576, 2.1839342"
252,252,"441, 144, 111","0.7946758349747832, 0.7636391435382108, 0.7595927866521462","441, 94, 352","0.19058083, 1.0480951, 1.7718897"
253,253,"79, 361, 116","0.76726821795328, 0.7314793131576603, 0.6845941744744071","231, 26, 92","3.8022006, 4.0205154, 4.1691613"
254,254,"143, 233, 355","0.7900269728734958, 0.786158687587803, 0.7527222453405061","143, 349, 355","0.35097125, 2.093473, 3.6115377"
255,255,"482, 9, 68","0.8976632932730999, 0.8843921113166111, 0.8829408991428925","475, 97, 138","0.78976935, 1.0288167, 2.0149167"
256,256,"61, 378, 25","0.8830695901229245, 0.8182988482174149, 0.7785156019377002","61, 282, 180","0.25125232, 0.7909759, 2.2049375"
257,257,"402, 344, 377","0.913857452992978, 0.9023806158656609, 0.8939642743582613","402, 434, 344","0.7650558, 1.6173321, 1.7493253"
258,258,"365, 98, 294","0.5996375261509825, 0.5818599338871903, 0.5809569476808409","294, 411, 365","2.2335994, 2.5238676, 3.2701335"
259,259,"327, 213, 176","0.5395356557375882, 0.5342881738444519, 0.5334334460465221","123, 327, 369","1.5116292, 1.9141419, 15.456357"
260,260,"231, 172, 468","0.6761611739887847, 0.6465331652108277, 0.6378074505952611","274, 486, 499","20.21976, 21.47618, 24.52876"
261,261,"343, 22, 185","0.7393622084991822, 0.7017780193165386, 0.6899777937415088","22, 453, 75","0.09536243, 1.4539876, 27.712172"
262,262,"449, 279, 247","0.6951512023551668, 0.6551269543048548, 0.6271947455334298","449, 247, 459","2.0464664, 5.1666765, 5.4727974"
263,263,"305, 405, 71","0.7117891935868376, 0.7027200431586146, 0.7017698837103319","305, 108, 405","1.2774152, 2.9978518, 3.1041613"
264,264,"308, 413, 182","0.6985570133071148, 0.696580451988558, 0.6940474383577028","308, 271, 386","0.69093, 1.5723648, 1.9247084"
265,265,"52, 454, 199","0.716227858576693, 0.7058548880472122, 0.7004344957126195","206, 236, 24","1.2072588, 2.1330726, 3.8034196"
266,266,"448, 122, 130","0.7168157380883461, 0.644181519767697, 0.6415142071430397","358, 3, 467","10.020015, 10.464598, 10.805143"
267,267,"107, 279, 404","0.7680916636128329, 0.747322273843339, 0.7409150875513307","404, 81, 400","1.79326, 1.9570417, 3.5263615"
268,268,"44, 355, 484","0.8291920996493509, 0.816154316415755, 0.8156848824023787","44, 345, 484","0.5122792, 0.9324124, 2.4991574"
269,269,"25, 326, 478","0.7296825811758512, 0.7293801653964049, 0.7024144156605173","25, 134, 348","2.466701, 3.4572928, 4.021357"
270,270,"401, 388, 4","0.8090430072370686, 0.7531748290900309, 0.7499803498772221","401, 251, 127","0.025345668, 2.1839342, 3.285798"
271,271,"308, 95, 182","0.7530905333241188, 0.724812643164922, 0.7224676568916816","308, 264, 422","0.25894797, 1.5723648, 1.9947574"
272,272,"96, 18, 317","0.8345156854060356, 0.8035905045803572, 0.7898495845473293","96, 18, 311","0.35457882, 1.6002715, 2.4373302"
273,273,"328, 293, 441","0.6923238406046183, 0.6890106016253272, 0.683013255368702","203, 118, 216","1.5778185, 2.8570824, 3.0051298"
274,274,"486, 54, 111","0.6627313496107394, 0.6607259478100084, 0.6390079165866256","486, 260, 137","0.3589552, 20.21976, 20.43374"
275,275,"314, 156, 225","0.7732546544178278, 0.7610077639160051, 0.7604414273775288","118, 203, 465","2.828101, 3.3740928, 4.109368"
276,276,"170, 495, 95","0.6681568514738879, 0.666424119851374, 0.6550274924934261","170, 435, 33","2.4001398, 3.413722, 3.5789762"
277,277,"235, 149, 313","0.7828772646241615, 0.7696491859876341, 0.7692576566219232","386, 149, 235","0.43802655, 1.4774382, 1.5285556"
278,278,"355, 47, 91","0.6801783237964002, 0.6796461959510828, 0.6522428869601887","47, 296, 382","1.3550298, 6.329646, 10.351721"
279,279,"449, 181, 373","0.8088983646092646, 0.7617420607967426, 0.7533955577082523","449, 459, 404","1.0893112, 1.793555, 1.9417472"
280,280,"200, 30, 397","0.78573190778681, 0.7761073364000002, 0.7492226606298937","30, 200, 240","0.05649842, 3.9966085, 6.3824134"
281,281,"429, 54, 146","0.7286930858798283, 0.7286285141905219, 0.7203740275854995","429, 54, 113","0.4997826, 2.5645492, 2.886021"
282,282,"478, 134, 316","0.7722355230268024, 0.7183896288379014, 0.7161366705546496","256, 353, 61","0.7909759, 1.1572196, 1.9085107"
283,283,"408, 330, 56","0.6385579776256919, 0.6045808734416591, 0.6024674430478552","28, 336, 307","0.41965908, 15.912014, 25.21456"
284,284,"378, 61, 333","0.8006098946826895, 0.7689821497969821, 0.7387268618184909","6, 40, 37","4.6473155, 4.742332, 7.059765"
285,285,"415, 223, 387","0.9269022669278996, 0.913981131308889, 0.9077648386489432","387, 415, 223","0.63950706, 0.8316661, 1.0120453"
286,286,"83, 128, 84","0.6499250799926575, 0.6371461197280262, 0.609078658511801","472, 169, 200","7.1782675, 9.812759, 13.841773"
287,287,"154, 366, 380","0.7913531217468043, 0.7774890455361805, 0.7358945478631088","154, 175, 10","1.6684594, 1.7724435, 2.208924"
288,288,"125, 399, 483","0.6557534999045025, 0.6396368168257559, 0.622712915838813","406, 51, 120","0.9962925, 1.6440599, 3.4941955"
289,289,"114, 293, 77","0.6953303562664095, 0.6944317585337014, 0.6855555357902295","430, 164, 195","0.65412223, 4.4827995, 5.134899"
290,290,"45, 191, 341","0.7992590504150948, 0.7684981206046603, 0.7682649576730061","45, 334, 58","0.6670388, 0.8745451, 4.484836"
291,291,"196, 442, 420","0.7269276791620172, 0.7094070068807846, 0.6788587453960682","196, 443, 37","1.2573144, 1.2802819, 3.452679"
292,292,"393, 177, 247","0.7418345717619987, 0.70340070749804, 0.6891103841340012","177, 29, 393","0.16713753, 1.0717022, 6.206834"
293,293,"321, 77, 426","0.8584690874843705, 0.8489361892462078, 0.8474932586051439","328, 53, 321","0.4278136, 1.8183588, 2.7683535"
294,294,"192, 237, 424","0.7053103537286628, 0.6964551677517719, 0.6578890188280889","365, 218, 258","0.80078465, 1.6047543, 2.2335994"
295,295,"480, 191, 466","0.8036143205736163, 0.7714814610912779, 0.7602797111335953","480, 337, 383","0.80516475, 3.6231716, 6.3717313"
296,296,"235, 149, 341","0.6371412666497535, 0.6228097009899586, 0.6210632416876799","382, 47, 278","0.59569997, 1.8402176, 6.329646"
297,297,"362, 193, 359","0.7104017444751953, 0.694563005550725, 0.6713272908941231","362, 193, 493","0.09328929, 1.5629914, 3.0410323"
298,298,"100, 385, 19","0.7479620387611643, 0.7431787463729603, 0.6938241770818212","100, 19, 427","0.18510446, 0.86547685, 2.326724"
299,299,"310, 228, 300","0.6937938923231132, 0.6899122939470377, 0.662108318920882","166, 363, 343","8.228217, 8.352291, 10.87655"
300,300,"201, 239, 228","0.7720001872495984, 0.7127449994795434, 0.707682599431033","239, 201, 130","2.2361286, 5.276841, 5.3755765"
301,301,"148, 158, 241","0.7216261010882735, 0.7196707963406866, 0.7126003891478845","158, 424, 148","0.9379635, 2.3705168, 2.5527375"
302,302,"494, 90, 139","0.800926991564919, 0.7864523739203334, 0.7791367634938837","497, 485, 39","2.2715275, 3.7325964, 3.7507527"
303,303,"127, 458, 410","0.7416606654731009, 0.7339646752934679, 0.7318748239312465","127, 401, 270","0.87083477, 6.384368, 6.9495044"
304,304,"207, 228, 239","0.7360644696131037, 0.7253723454947518, 0.70601263921005","367, 166, 228","0.26971224, 1.5649803, 9.040754"
305,305,"148, 263, 108","0.7258290530432208, 0.7117891935868376, 0.7041527385353389","148, 263, 158","1.2320858, 1.2774152, 4.8526635"
306,306,"116, 370, 128","0.729094862615991, 0.7205341147678885, 0.7167971552072918","116, 399, 163","1.21733, 2.1896524, 2.3689008"
307,307,"480, 147, 383","0.756589519876866, 0.7085016556747543, 0.6998340675889876","106, 265, 236","1.8032782, 4.4919095, 5.9353366"
308,308,"271, 413, 264","0.7530905333241188, 0.7415479343769389, 0.6985570133071148","271, 264, 413","0.25894797, 0.69093, 1.4556274"
309,309,"314, 74, 484","0.6704016751798493, 0.6686903946521676, 0.6586749801662499","314, 484, 476","0.67394006, 3.9443858, 4.732236"
310,310,"442, 3, 187","0.7928953422227837, 0.7221413733058502, 0.7101776610406704","442, 3, 12","0.050533142, 2.1811185, 4.2295213"
311,311,"2, 380, 469","0.8014107358437226, 0.7702871967428626, 0.7674694410549286","96, 272, 86","2.0989118, 2.4373302, 2.928514"
312,312,"138, 471, 112","0.8480960040890028, 0.8445785109331025, 0.8422119638757166","138, 471, 255","2.2771797, 2.4618616, 2.7852125"
313,313,"186, 33, 132","0.8979239160691836, 0.8329398228812604, 0.8040016206059012","186, 20, 199","0.029089727, 0.76762384, 1.132451"
314,314,"275, 74, 115","0.7732546544178278, 0.7581568893541984, 0.7496363481283345","309, 484, 476","0.67394006, 2.5753932, 5.1245174"
315,315,"155, 409, 187","0.794466286601775, 0.7808769140762782, 0.7591954478267756","452, 202, 151","0.008261375, 7.4627604, 9.952254"
316,316,"478, 410, 482","0.8098069072515683, 0.7764507718988762, 0.7541349594360314","478, 398, 326","0.01600604, 7.075695, 7.3331084"
317,317,"455, 173, 103","0.8680773998072535, 0.81426747134541, 0.8064325702290953","2, 455, 230","1.0274475, 2.2881804, 2.7949362"
318,318,"325, 243, 384","0.756584605452038, 0.7419388162522443, 0.7317567377308237","201, 130, 89","0.14802104, 1.3031445, 3.804237"
319,319,"54, 146, 368","0.7689193181464683, 0.7549662687357711, 0.7528033510125692","368, 54, 41","0.6131378, 2.8313143, 3.3068135"
320,320,"49, 326, 269","0.7394127680296716, 0.6847986227723747, 0.661228474570524","473, 488, 492","10.273309, 28.563326, 37.137684"
321,321,"426, 114, 77","0.9065567375134765, 0.8996120337088283, 0.8966877496215566","426, 114, 77","0.28619617, 0.90851444, 1.5164806"
322,322,"102, 178, 366","0.8292585089367902, 0.815035113549425, 0.801865275035152","184, 178, 102","7.3974204, 10.03767, 10.98281"
323,323,"15, 482, 165","0.9138107367110493, 0.9011736229305319, 0.8996829556132219","141, 15, 482","0.40035918, 0.9635668, 1.4199928"
324,324,"248, 390, 65","0.6743423945030921, 0.6538458771216609, 0.6323155867112435","248, 390, 21","1.0176907, 3.3857408, 4.568099"
325,325,"318, 346, 117","0.756584605452038, 0.7161195762247556, 0.6723643770355175","346, 347, 117","1.3455395, 1.5322087, 2.5577488"
326,326,"269, 353, 478","0.7293801653964049, 0.7288483304467954, 0.7059989074435017","398, 353, 282","1.2736272, 1.9179935, 5.3267703"
327,327,"72, 197, 145","0.6652339715954446, 0.6518314697313051, 0.642788865090593","123, 259, 369","0.024164546, 1.9141419, 6.961604"
328,328,"114, 426, 321","0.9066043625660074, 0.8970812751184145, 0.8952276473639308","293, 321, 426","0.4278136, 1.6288412, 2.3840933"
329,329,"417, 241, 131","0.6979850136688214, 0.6930455101772568, 0.6903919151849325","131, 193, 8","0.33541155, 3.3374732, 4.0220065"
330,330,"146, 56, 210","0.8338334855379282, 0.8185656901514858, 0.7834638206030898","146, 56, 210","0.5247555, 0.71550447, 1.2074484"
331,331,"174, 56, 146","0.709681689355416, 0.6593040442743096, 0.648126431236512","174, 232, 281","0.09475197, 2.794652, 5.9166183"
332,332,"48, 59, 52","0.6838380504309904, 0.6248585945387065, 0.6204750800356729","52, 477, 288","0.3329917, 2.1324456, 4.109427"
333,333,"378, 410, 180","0.7970955979795816, 0.7878229660129085, 0.7733335373600576","378, 410, 71","0.42877522, 0.60883707, 2.1574867"
334,334,"290, 454, 45","0.6957973259153866, 0.6929734968344526, 0.6753610857892418","290, 45, 454","0.8745451, 1.3635551, 3.3139348"
335,335,"79, 198, 361","0.7608333457692419, 0.6909624035553545, 0.6687121013960763","198, 31, 69","0.59583646, 3.5149465, 4.560632"
336,336,"107, 400, 267","0.6824285268698772, 0.637835285418693, 0.6203495312157854","177, 292, 29","7.865076, 8.4182, 9.6404705"
337,337,"480, 494, 10","0.7723572963325562, 0.7608114078963041, 0.7525564736210182","480, 191, 295","1.8996695, 1.977968, 3.6231716"
338,338,"152, 366, 322","0.8282015950021387, 0.8033853446664079, 0.7640538273424503","152, 366, 150","0.48786998, 0.9476324, 1.3061957"
339,339,"161, 112, 55","0.910784351020712, 0.9094380956897579, 0.906415164114291","68, 161, 475","0.47124973, 0.6064383, 1.0568484"
340,340,"354, 408, 37","0.6890124351828375, 0.6258919335701955, 0.611734421294388","354, 356, 14","3.5059872, 4.0146217, 5.0679607"
341,341,"132, 349, 466","0.7803731459494123, 0.7788414476876634, 0.771881307966099","132, 454, 33","0.5702343, 1.0843998, 1.7050829"
342,342,"192, 294, 263","0.688339407659613, 0.618950634591787, 0.5835425059736282","453, 22, 261","20.648415, 26.936462, 29.337704"
343,343,"38, 261, 22","0.7505713640881007, 0.7393622084991822, 0.6310250005318233","38, 299, 458","2.9947472e-05, 10.87655, 11.669561"
344,344,"11, 434, 55","0.9196066486678693, 0.9129583533118197, 0.9042308489883971","11, 402, 16","0.7074802, 0.7214189, 1.2779868"
345,345,"484, 44, 268","0.8404990794671434, 0.8208770488105207, 0.81397213993838","268, 62, 44","0.9324124, 0.9553252, 1.6133811"
346,346,"117, 243, 325","0.7468643259561121, 0.7362496620702379, 0.7161195762247556","117, 325, 243","0.2067103, 1.3455395, 2.748394"
347,347,"207, 94, 171","0.695705819005795, 0.6580306506723778, 0.6554562216879566","325, 346, 171","1.5322087, 5.7479677, 7.589154"
348,348,"126, 134, 195","0.7134117466525804, 0.712289456686152, 0.6911088807355675","269, 126, 470","4.021357, 5.6404586, 6.490516"
349,349,"355, 455, 268","0.845851727132067, 0.8284582119460681, 0.8082207364770781","355, 254, 143","0.7092555, 2.093473, 2.6806076"
350,350,"395, 1, 145","0.7981784012426566, 0.7513592138218852, 0.7513238827222429","176, 1, 4","0.2587777, 0.5032552, 10.444237"
351,351,"159, 190, 490","0.7669087376232915, 0.7667048061998678, 0.7408063342154806","190, 17, 157","0.3995887, 2.0208852, 3.3450692"
352,352,"32, 252, 441","0.7680817084707183, 0.7332076652084785, 0.7084413346523417","32, 252, 94","1.4567026, 1.7718897, 1.9467645"
353,353,"326, 431, 25","0.7288483304467954, 0.6887842528574948, 0.6708875984421534","282, 326, 431","1.1572196, 1.9179935, 1.930305"
354,354,"356, 340, 275","0.7346744300704143, 0.6890124351828375, 0.6777201700392251","356, 408, 14","0.11781301, 1.9538605, 2.9093845"
355,355,"455, 349, 268","0.8542501684216397, 0.845851727132067, 0.816154316415755","349, 170, 143","0.7092555, 2.6219153, 3.31197"
356,356,"311, 354, 313","0.7470398472251673, 0.7346744300704143, 0.7342235081593775","354, 408, 340","0.11781301, 1.7342855, 4.0146217"
357,357,"277, 109, 386","0.75414915305429, 0.7418934221262301, 0.7256267984823876","219, 109, 136","0.91351557, 3.0716846, 3.1725698"
358,358,"478, 57, 172","0.7094244672397062, 0.696515084140591, 0.6935197678000886","140, 66, 266","8.348649, 8.650726, 10.020015"
359,359,"129, 297, 70","0.7362711475737492, 0.6713272908941231, 0.6274226271229928","129, 119, 381","0.22388412, 2.9831862, 5.3313913"
360,360,"400, 267, 95","0.7305380156219375, 0.6930820156858647, 0.6821255835169006","400, 491, 107","0.61342424, 2.1352656, 2.6780615"
361,361,"79, 253, 116","0.7346405734145731, 0.7314793131576603, 0.6965830918904483","84, 163, 116","2.1903117, 2.3610148, 3.2605228"
362,362,"297, 241, 70","0.7104017444751953, 0.6910895022571063, 0.6438205535630518","297, 193, 493","0.09328929, 2.3981357, 2.9662268"
363,363,"94, 441, 32","0.7617494000523551, 0.7331990860594451, 0.7222071539695396","32, 94, 352","1.2348943, 2.8155856, 3.1380634"
364,364,"249, 462, 423","0.9147605114313074, 0.8925206086163734, 0.8903921226613424","249, 462, 189","0.42984506, 1.1372781, 1.5316448"
365,365,"51, 0, 168","0.7319227482260687, 0.6891245098859079, 0.6545137122217201","294, 218, 0","0.80078465, 0.93755466, 2.1463046"
366,366,"380, 338, 322","0.8627851602275298, 0.8033853446664079, 0.801865275035152","338, 150, 152","0.9476324, 2.7779243, 2.7952175"
367,367,"351, 304, 210","0.7001252474121932, 0.688929870036251, 0.6815275180847156","304, 166, 396","0.26971224, 2.1260314, 9.167421"
368,368,"319, 409, 330","0.7528033510125692, 0.7356991513637127, 0.7210526248821244","319, 409, 183","0.6131378, 1.3655041, 2.8003285"
369,369,"372, 80, 297","0.6879599333717413, 0.652716886013924, 0.6255085521006976","445, 372, 394","1.4681153, 1.8520854, 1.9535315"
370,370,"421, 54, 315","0.7317015210789154, 0.7283474764669844, 0.7210080582811759","421, 210, 113","0.595952, 7.207848, 8.456203"
371,371,"110, 111, 351","0.7326576015983365, 0.7310525927574787, 0.719883945980574","12, 351, 73","3.2052321, 3.836162, 5.1886435"
372,372,"394, 70, 369","0.7745524843360727, 0.7197195079405188, 0.6879599333717413","394, 369, 80","0.04402359, 1.8520854, 3.7123337"
373,373,"247, 449, 279","0.7845800930931849, 0.7616980375543457, 0.7533955577082523","393, 247, 459","0.43370068, 1.2807727, 3.8559713"
374,374,"236, 488, 147","0.8418581089985874, 0.65302216621048, 0.6447678411476284","24, 136, 221","5.1674595, 5.301326, 6.1495237"
375,375,"107, 76, 173","0.8088909873219035, 0.7567921076364913, 0.7530791316994401","107, 76, 81","0.5048391, 1.5866835, 2.2764342"
376,376,"433, 335, 79","0.6732739544027433, 0.6456982957163591, 0.6426198951535204","433, 105, 52","1.8536884, 6.8963065, 8.741577"
377,377,"257, 496, 68","0.8939642743582613, 0.8888682969950354, 0.888038677278934","220, 11, 55","0.90370554, 1.1873337, 1.2377648"
378,378,"61, 256, 284","0.8244446109866329, 0.8182988482174149, 0.8006098946826895","333, 410, 71","0.42877522, 1.8250842, 3.341176"
379,379,"399, 450, 414","0.813749775082014, 0.7634687777171056, 0.7452346799481574","399, 436, 474","0.100355566, 2.4156008, 2.8789148"
380,380,"366, 90, 121","0.8627851602275298, 0.8364333612695197, 0.8085789559400816","456, 366, 338","0.39704612, 2.8009648, 2.961361"
381,381,"129, 83, 202","0.703458970064564, 0.6929238623447794, 0.685571605529433","119, 83, 129","1.5324408, 2.373352, 3.4894648"
382,382,"47, 296, 65","0.5990911616543741, 0.5724202702486588, 0.5714475459196764","296, 47, 278","0.59569997, 4.224543, 10.351721"
383,383,"147, 488, 307","0.7395125714870245, 0.7145099695452464, 0.6998340675889876","147, 480, 295","0.04401748, 4.243537, 6.3717313"
384,384,"117, 318, 489","0.7552692911628826, 0.7317567377308237, 0.7147987958614835","489, 35, 101","1.0625697, 2.8751667, 3.348137"
385,385,"412, 298, 251","0.7476679098783627, 0.7431787463729603, 0.6841627982174469","298, 100, 19","3.5469813, 5.067298, 7.694035"
386,386,"182, 277, 357","0.7535421989572451, 0.7476900474259438, 0.7256267984823876","277, 264, 235","0.43802655, 1.9247084, 3.1040092"
387,387,"223, 423, 285","0.9380141349898462, 0.9216056390134101, 0.9077648386489432","285, 423, 223","0.63950706, 0.8412594, 0.97851485"
388,388,"270, 378, 284","0.7531748290900309, 0.7478131304049683, 0.7284164902795661","395, 71, 205","1.4982369, 1.5409992, 2.6701646"
389,389,"187, 128, 151","0.7182834238427505, 0.706551587244638, 0.6885933599018824","499, 211, 151","1.3274331, 2.493439, 3.9234986"
390,390,"65, 21, 330","0.7232404066996333, 0.7129399086372619, 0.6933337911193981","21, 65, 324","0.8266604, 2.2466433, 3.3857408"
391,391,"455, 215, 485","0.7883286142370839, 0.7809229899350283, 0.7729300073846342","455, 2, 485","0.69658583, 2.071295, 2.2732975"
392,392,"208, 464, 301","0.673942270994034, 0.6514643467556773, 0.641091379556668","218, 464, 192","9.210529, 10.024715, 11.43516"
393,393,"292, 373, 247","0.7418345717619987, 0.6995813816370612, 0.6790898183950561","373, 247, 60","0.43370068, 2.4551172, 4.442494"
394,394,"372, 70, 8","0.7745524843360727, 0.7050372635088663, 0.6994209422124877","372, 369, 80","0.04402359, 1.9535315, 3.1757672"
395,395,"350, 205, 432","0.7981784012426566, 0.7466159986555753, 0.7384999889801362","205, 388, 4","1.2376578, 1.4982369, 3.407019"
396,396,"110, 124, 239","0.7237027146729594, 0.6888411639017298, 0.6874545694800025","228, 88, 207","0.09712824, 4.3870482, 6.2714133"
397,397,"420, 200, 280","0.7612979184619171, 0.7557132094106743, 0.7492226606298937","420, 217, 196","0.044753097, 2.113594, 2.8627472"
