,index,high_nei,high_sim,low_nei,low_sim
195,195,"104, 167, 42","0.9342453507520369, 0.9219198043307629, 0.9185110840851182","104, 42, 415","0.0021611839, 0.0040784916, 0.032199312"
196,196,"280, 420, 397","0.7485652274297087, 0.7295902972185094, 0.7285112550772193","397, 443, 217","0.04760108, 0.073504716, 0.07870026"
197,197,"145, 72, 213","0.7394918388479824, 0.7289888544327344, 0.6960243510757724","4, 205, 385","0.00014542129, 0.0006945472, 0.028936917"
198,198,"79, 84, 335","0.7202627567640352, 0.6955183279989408, 0.6909624035553545","79, 105, 335","0.0041664196, 0.011107439, 0.019703012"
199,199,"91, 313, 454","0.7728224155824536, 0.763233114821496, 0.748752077519077","20, 186, 313","0.0022986415, 0.008001516, 0.023891205"
200,200,"280, 397, 252","0.78573190778681, 0.7557132094106743, 0.7409431754947992","397, 67, 280","0.028458253, 0.030223915, 0.05670972"
201,201,"300, 318, 117","0.7720001872495984, 0.7300244300648941, 0.7134546828673517","130, 318, 300","0.015926315, 0.031159025, 0.061280303"
202,202,"499, 315, 128","0.7722773242811952, 0.7457996140540334, 0.7179928429595887","151, 389, 499","0.016172841, 0.028188176, 0.040625714"
203,203,"494, 244, 90","0.7046013095085478, 0.6958588020872672, 0.6946855639849906","178, 465, 273","0.014254522, 0.034439765, 0.05282971"
204,204,"458, 377, 257","0.757383125991644, 0.7558185442352047, 0.7522601930123677","434, 172, 421","0.029848538, 0.033655994, 0.03573324"
205,205,"395, 432, 418","0.7466159986555753, 0.7440050200509573, 0.7352290753421334","4, 197, 385","0.00061380427, 0.0006945472, 0.021412788"
206,206,"109, 221, 313","0.7421256272276529, 0.7292133767013768, 0.7259413161252711","224, 109, 221","0.001309936, 0.0014196481, 0.0018277721"
207,207,"166, 228, 304","0.7630955894506728, 0.7429259249362721, 0.7360644696131037","304, 88, 239","0.027710792, 0.03207244, 0.048137113"
208,208,"80, 481, 70","0.7138460295183329, 0.6984819990247036, 0.6912802772107135","70, 392, 428","0.04807299, 0.059263855, 0.08916392"
209,209,"125, 56, 330","0.7252245724530988, 0.6877199731843694, 0.6616327712208031","437, 483, 183","0.005751349, 0.012227146, 0.015780993"
210,210,"330, 146, 56","0.7834638206030898, 0.7544985736464221, 0.7526147126393212","281, 429, 146","0.0024416891, 0.0027728837, 0.0049380064"
211,211,"171, 114, 328","0.757201338040655, 0.6395119477022396, 0.6346183175441157","240, 227, 444","0.12448983, 0.1436335, 0.15743181"
212,212,"498, 159, 217","0.7052835286399175, 0.7009244083536176, 0.7007171335909115","226, 498, 250","0.009695466, 0.052157767, 0.06608339"
213,213,"412, 197, 176","0.7117784905617663, 0.6960243510757724, 0.6958819465046906","145, 412, 1","0.0016449501, 0.003084815, 0.02057058"
214,214,"423, 195, 387","0.8801144454575934, 0.8747232562757089, 0.8673171557505361","225, 142, 104","0.0013938153, 0.031679165, 0.041955903"
215,215,"39, 485, 191","0.8339217134591494, 0.8234272815972, 0.801682755670875","337, 191, 91","0.0023028573, 0.009856516, 0.013123104"
216,216,"178, 18, 96","0.7830869559472354, 0.7725792945920003, 0.7713470929607465","18, 273, 118","0.0019569453, 0.030246139, 0.05658443"
217,217,"441, 397, 420","0.7535803149360495, 0.7419442097607997, 0.7401891912288241","266, 420, 196","0.027013555, 0.06294616, 0.07870026"
218,218,"365, 0, 52","0.6384061524822721, 0.5899065836414744, 0.5892292904229475","365, 258, 0","0.01607383, 0.045347136, 0.0945214"
219,219,"33, 495, 357","0.7618152571493803, 0.7358226746765456, 0.7234764486866999","357, 283, 136","0.00061368704, 0.077481166, 0.09409106"
220,220,"496, 55, 11","0.9090318476986877, 0.9076050018820966, 0.9074583794584372","179, 57, 34","0.00078437815, 0.001042479, 0.0063659707"
221,221,"206, 109, 136","0.7292133767013768, 0.7242506634308843, 0.7036124647820687","109, 206, 224","0.0011933874, 0.0018277721, 0.0050463267"
222,222,"208, 445, 392","0.6459443733417508, 0.6340790913401578, 0.6335612120384694","237, 464, 411","0.0037732462, 0.02747522, 0.03131278"
223,223,"167, 387, 415","0.940052084611304, 0.9380141349898462, 0.9271918835037763","167, 387, 142","0.0012205141, 0.0074516754, 0.009073363"
224,224,"277, 109, 357","0.714805921085768, 0.7052556602792686, 0.6954735256087236","206, 374, 221","0.001309936, 0.00412908, 0.0050463267"
225,225,"156, 423, 214","0.8899875311219189, 0.887589026610904, 0.8668631765500386","214, 142, 167","0.0013938153, 0.019807205, 0.033694927"
226,226,"250, 59, 474","0.7708490051524348, 0.7435773634242183, 0.7129804049321409","212, 250, 414","0.009695466, 0.03083238, 0.050021723"
227,227,"246, 69, 444","0.6929502380845323, 0.6626539598641843, 0.6556383147905985","444, 246, 253","0.0036349983, 0.0090172775, 0.045292687"
228,228,"207, 304, 128","0.7429259249362721, 0.7253723454947518, 0.7094013667866493","88, 304, 367","0.0043693706, 0.020010779, 0.049972437"
229,229,"80, 135, 237","0.7466631646311825, 0.7032188935281299, 0.6616139486184831","135, 75, 394","0.00047390157, 0.0046807844, 0.013484435"
230,230,"233, 170, 317","0.7950573203308254, 0.7738870267860392, 0.7734885284770533","317, 233, 494","0.045729805, 0.11814824, 0.13325186"
231,231,"260, 390, 172","0.6761611739887847, 0.6730924042510329, 0.6233103362988194","92, 324, 468","0.02760273, 0.06596574, 0.08581524"
232,232,"429, 45, 174","0.7224074533013515, 0.7207398740595224, 0.7187783455473179","174, 283, 340","0.051089376, 0.09699327, 0.15250362"
233,233,"230, 254, 311","0.7950573203308254, 0.786158687587803, 0.7412171029924973","2, 230, 317","0.11384183, 0.11814824, 0.1768621"
234,234,"153, 55, 16","0.9362928771157356, 0.918858056525291, 0.9101543249801978","257, 153, 55","0.0052957833, 0.009556022, 0.019409444"
235,235,"149, 277, 341","0.8723898910813567, 0.7828772646241615, 0.7639461561842305","451, 149, 66","0.019548096, 0.060899854, 0.063210696"
236,236,"374, 307, 147","0.8418581089985874, 0.669595690755077, 0.6618671700964153","265, 307, 24","0.0009448099, 0.0047614044, 0.011294798"
237,237,"294, 229, 80","0.6964551677517719, 0.6616139486184831, 0.6578582547307461","222, 464, 411","0.0037732462, 0.01929241, 0.03075034"
238,238,"333, 410, 110","0.7614403618175769, 0.7580234692794638, 0.7555871463216308","405, 7, 263","0.0040542805, 0.011835989, 0.026885044"
239,239,"172, 300, 304","0.714559616948957, 0.7127449994795434, 0.70601263921005","280, 30, 207","0.020662831, 0.023580642, 0.048137113"
240,240,"134, 50, 470","0.8057704961498378, 0.7242704567657781, 0.7234885267253321","211, 105, 227","0.12448983, 0.17688921, 0.21263495"
241,241,"301, 70, 8","0.7126003891478845, 0.7084407626806949, 0.6936878000289479","417, 70, 457","0.0017576609, 0.0110023515, 0.020446518"
242,242,"97, 99, 138","0.7653286646383499, 0.7580601921484588, 0.7570156213082752","475, 255, 97","0.00012566263, 0.0014958378, 0.0018166327"
243,243,"117, 194, 318","0.7778937725862781, 0.7686474964276041, 0.7419388162522443","318, 194, 117","0.010997562, 0.01191668, 0.020494975"
244,244,"139, 494, 90","0.8429606161728762, 0.8229242922575425, 0.7962988880651756","467, 102, 175","0.021459889, 0.034095705, 0.067286275"
245,245,"302, 290, 488","0.7652594978085393, 0.7151944789846374, 0.7067064048477899","494, 43, 440","0.0035598997, 0.0052446853, 0.0061389375"
246,246,"133, 227, 444","0.7364299964296636, 0.6929502380845323, 0.6908297400476335","444, 227, 253","0.0012308289, 0.0090172775, 0.016188085"
247,247,"373, 449, 459","0.7845800930931849, 0.7322556362677956, 0.7179692896040452","373, 459, 473","0.002814597, 0.021618472, 0.029228572"
248,248,"21, 324, 242","0.7352807118229041, 0.6743423945030921, 0.6699820444118243","390, 324, 468","0.019344164, 0.03488228, 0.040787846"
249,249,"364, 189, 462","0.9147605114313074, 0.9143390225813004, 0.9029629349971094","189, 364, 458","0.0031045391, 0.012266419, 0.022530194"
250,250,"226, 59, 474","0.7708490051524348, 0.7696158041748581, 0.7477635012549703","414, 98, 226","0.009664958, 0.020982487, 0.03083238"
251,251,"270, 401, 4","0.72603726171396, 0.695482358288339, 0.685926446708575","418, 432, 388","0.0034225439, 0.009917713, 0.016867815"
252,252,"441, 144, 111","0.7946758349747832, 0.7636391435382108, 0.7595927866521462","93, 94, 441","0.046607554, 0.0481687, 0.050218873"
253,253,"79, 361, 116","0.76726821795328, 0.7314793131576603, 0.6845941744744071","246, 444, 227","0.016188085, 0.02417895, 0.045292687"
254,254,"143, 233, 355","0.7900269728734958, 0.786158687587803, 0.7527222453405061","173, 439, 143","0.028144047, 0.039769024, 0.047067158"
255,255,"482, 9, 68","0.8976632932730999, 0.8843921113166111, 0.8829408991428925","97, 242, 475","0.0005795988, 0.0014958378, 0.0023531741"
256,256,"61, 378, 25","0.8830695901229245, 0.8182988482174149, 0.7785156019377002","431, 353, 478","0.008171302, 0.018548494, 0.024911609"
257,257,"402, 344, 377","0.913857452992978, 0.9023806158656609, 0.8939642743582613","234, 377, 434","0.0052957833, 0.012304249, 0.018925503"
258,258,"365, 98, 294","0.5996375261509825, 0.5818599338871903, 0.5809569476808409","218, 294, 342","0.045347136, 0.045946576, 0.0518806"
259,259,"327, 213, 176","0.5395356557375882, 0.5342881738444519, 0.5334334460465221","123, 327, 369","0.0008547331, 0.0109389415, 0.08038503"
260,260,"231, 172, 468","0.6761611739887847, 0.6465331652108277, 0.6378074505952611","303, 127, 401","0.03801635, 0.1422998, 0.15719767"
261,261,"343, 22, 185","0.7393622084991822, 0.7017780193165386, 0.6899777937415088","22, 343, 185","0.0003662808, 0.018969992, 0.025648762"
262,262,"449, 279, 247","0.6951512023551668, 0.6551269543048548, 0.6271947455334298","449, 473, 279","0.0038434318, 0.0041598943, 0.006064575"
263,263,"305, 405, 71","0.7117891935868376, 0.7027200431586146, 0.7017698837103319","108, 238, 7","0.026457394, 0.026885044, 0.040607687"
264,264,"308, 413, 182","0.6985570133071148, 0.696580451988558, 0.6940474383577028","308, 29, 271","0.0004971201, 0.005238983, 0.0067688087"
265,265,"52, 454, 199","0.716227858576693, 0.7058548880472122, 0.7004344957126195","236, 307, 24","0.0009448099, 0.003922262, 0.017691419"
266,266,"448, 122, 130","0.7168157380883461, 0.644181519767697, 0.6415142071430397","217, 420, 448","0.027013555, 0.031246489, 0.040199682"
267,267,"107, 279, 404","0.7680916636128329, 0.747322273843339, 0.7409150875513307","107, 181, 336","0.023810053, 0.027448919, 0.028978067"
268,268,"44, 355, 484","0.8291920996493509, 0.816154316415755, 0.8156848824023787","345, 162, 115","0.010436799, 0.012516989, 0.018218359"
269,269,"25, 326, 478","0.7296825811758512, 0.7293801653964049, 0.7024144156605173","25, 282, 326","0.037154328, 0.14813413, 0.21218388"
270,270,"401, 388, 4","0.8090430072370686, 0.7531748290900309, 0.7499803498772221","432, 401, 251","0.0037840295, 0.010285488, 0.02456884"
271,271,"308, 95, 182","0.7530905333241188, 0.724812643164922, 0.7224676568916816","460, 29, 308","0.0010384033, 0.0014956873, 0.003991103"
272,272,"96, 18, 317","0.8345156854060356, 0.8035905045803572, 0.7898495845473293","96, 152, 456","0.008560007, 0.066936694, 0.085507855"
273,273,"328, 293, 441","0.6923238406046183, 0.6890106016253272, 0.683013255368702","118, 216, 18","0.016382024, 0.030246139, 0.0329327"
274,274,"486, 54, 111","0.6627313496107394, 0.6607259478100084, 0.6390079165866256","486, 37, 487","0.073947266, 0.07726742, 0.2212221"
275,275,"314, 156, 225","0.7732546544178278, 0.7610077639160051, 0.7604414273775288","124, 118, 13","0.0053803753, 0.099680156, 0.123692155"
276,276,"170, 495, 95","0.6681568514738879, 0.666424119851374, 0.6550274924934261","95, 170, 495","0.051458336, 0.091682754, 0.1378684"
277,277,"235, 149, 313","0.7828772646241615, 0.7696491859876341, 0.7692576566219232","480, 295, 383","0.00021885437, 0.0043234937, 0.010421386"
278,278,"355, 47, 91","0.6801783237964002, 0.6796461959510828, 0.6522428869601887","76, 439, 143","0.00010669986, 0.010285368, 0.015305008"
279,279,"449, 181, 373","0.8088983646092646, 0.7617420607967426, 0.7533955577082523","449, 262, 473","0.0035931605, 0.006064575, 0.020205986"
280,280,"200, 30, 397","0.78573190778681, 0.7761073364000002, 0.7492226606298937","239, 200, 166","0.020662831, 0.05670972, 0.08170838"
281,281,"429, 54, 146","0.7286930858798283, 0.7286285141905219, 0.7203740275854995","429, 210, 146","0.0003727277, 0.0024416891, 0.012918495"
282,282,"478, 134, 316","0.7722355230268024, 0.7183896288379014, 0.7161366705546496","353, 326, 431","0.008922626, 0.014301533, 0.018523358"
283,283,"408, 330, 56","0.6385579776256919, 0.6045808734416591, 0.6024674430478552","357, 219, 232","0.075096026, 0.077481166, 0.09699327"
284,284,"378, 61, 333","0.8006098946826895, 0.7689821497969821, 0.7387268618184909","256, 180, 61","0.028403496, 0.03449842, 0.03503398"
285,285,"415, 223, 387","0.9269022669278996, 0.913981131308889, 0.9077648386489432","142, 387, 423","0.017078482, 0.019299073, 0.04195595"
286,286,"83, 128, 84","0.6499250799926575, 0.6371461197280262, 0.609078658511801","163, 116, 50","0.2002649, 0.20774198, 0.26052722"
287,287,"154, 366, 380","0.7913531217468043, 0.7774890455361805, 0.7358945478631088","103, 121, 154","0.0050485693, 0.0137925865, 0.018471109"
288,288,"125, 399, 483","0.6557534999045025, 0.6396368168257559, 0.622712915838813","463, 419, 51","0.0026219804, 0.004918989, 0.00588339"
289,289,"114, 293, 77","0.6953303562664095, 0.6944317585337014, 0.6855555357902295","348, 164, 195","0.023712054, 0.041706093, 0.04972032"
290,290,"45, 191, 341","0.7992590504150948, 0.7684981206046603, 0.7682649576730061","5, 45, 334","0.035301708, 0.06175483, 0.10834706"
291,291,"196, 442, 420","0.7269276791620172, 0.7094070068807846, 0.6788587453960682","442, 310, 12","0.020145545, 0.032310423, 0.063830286"
292,292,"393, 177, 247","0.7418345717619987, 0.70340070749804, 0.6891103841340012","177, 60, 393","0.0037193585, 0.017890546, 0.02844715"
293,293,"321, 77, 426","0.8584690874843705, 0.8489361892462078, 0.8474932586051439","328, 426, 472","0.0040708208, 0.070376955, 0.07141112"
294,294,"192, 237, 424","0.7053103537286628, 0.6964551677517719, 0.6578890188280889","342, 258, 411","0.012538051, 0.045946576, 0.09339997"
295,295,"480, 191, 466","0.8036143205736163, 0.7714814610912779, 0.7602797111335953","480, 277, 383","0.004126854, 0.0043234937, 0.017007872"
296,296,"235, 149, 341","0.6371412666497535, 0.6228097009899586, 0.6210632416876799","382, 358, 172","0.0010853445, 0.007893942, 0.03580728"
297,297,"362, 193, 359","0.7104017444751953, 0.694563005550725, 0.6713272908941231","329, 362, 8","0.0027666476, 0.00479339, 0.0074437615"
298,298,"100, 385, 19","0.7479620387611643, 0.7431787463729603, 0.6938241770818212","19, 100, 427","0.0013922888, 0.002014647, 0.015620155"
299,299,"310, 228, 300","0.6937938923231132, 0.6899122939470377, 0.662108318920882","443, 310, 304","0.017768098, 0.026350908, 0.028660778"
300,300,"201, 239, 228","0.7720001872495984, 0.7127449994795434, 0.707682599431033","130, 201, 200","0.03151743, 0.061280303, 0.117812194"
301,301,"148, 158, 241","0.7216261010882735, 0.7196707963406866, 0.7126003891478845","481, 424, 305","0.030935563, 0.05056109, 0.080073714"
302,302,"494, 90, 139","0.800926991564919, 0.7864523739203334, 0.7791367634938837","39, 455, 485","0.0015605082, 0.0018906167, 0.0024411266"
303,303,"127, 458, 410","0.7416606654731009, 0.7339646752934679, 0.7318748239312465","127, 260, 401","0.03537346, 0.03801635, 0.07993327"
304,304,"207, 228, 239","0.7360644696131037, 0.7253723454947518, 0.70601263921005","228, 88, 207","0.020010779, 0.023223361, 0.027710792"
305,305,"148, 263, 108","0.7258290530432208, 0.7117891935868376, 0.7041527385353389","148, 158, 481","0.011411149, 0.04701223, 0.051974386"
306,306,"116, 370, 128","0.729094862615991, 0.7205341147678885, 0.7167971552072918","436, 26, 433","0.03288653, 0.046858907, 0.066915214"
307,307,"480, 147, 383","0.756589519876866, 0.7085016556747543, 0.6998340675889876","265, 236, 24","0.003922262, 0.0047614044, 0.028536346"
308,308,"271, 413, 264","0.7530905333241188, 0.7415479343769389, 0.6985570133071148","264, 29, 271","0.0004971201, 0.0025092307, 0.003991103"
309,309,"314, 74, 484","0.6704016751798493, 0.6686903946521676, 0.6586749801662499","314, 484, 74","0.04599158, 0.07895385, 0.09243622"
310,310,"442, 3, 187","0.7928953422227837, 0.7221413733058502, 0.7101776610406704","367, 299, 291","0.015323519, 0.026350908, 0.032310423"
311,311,"2, 380, 469","0.8014107358437226, 0.7702871967428626, 0.7674694410549286","86, 96, 476","0.01935598, 0.04458397, 0.06759353"
312,312,"138, 471, 112","0.8480960040890028, 0.8445785109331025, 0.8422119638757166","138, 471, 141","0.0018278939, 0.0061814385, 0.014578439"
313,313,"186, 33, 132","0.8979239160691836, 0.8329398228812604, 0.8040016206059012","186, 147, 199","0.010309494, 0.019562708, 0.023891205"
314,314,"275, 74, 115","0.7732546544178278, 0.7581568893541984, 0.7496363481283345","309, 476, 484","0.04599158, 0.100016095, 0.14667192"
315,315,"155, 409, 187","0.794466286601775, 0.7808769140762782, 0.7591954478267756","17, 452, 370","0.011404255, 0.036128823, 0.040829547"
316,316,"478, 410, 482","0.8098069072515683, 0.7764507718988762, 0.7541349594360314","398, 478, 326","0.000112517155, 0.020105587, 0.022953577"
317,317,"455, 173, 103","0.8680773998072535, 0.81426747134541, 0.8064325702290953","230, 90, 380","0.045729805, 0.11827154, 0.13188705"
318,318,"325, 243, 384","0.756584605452038, 0.7419388162522443, 0.7317567377308237","243, 194, 201","0.010997562, 0.030674262, 0.031159025"
319,319,"54, 146, 368","0.7689193181464683, 0.7549662687357711, 0.7528033510125692","330, 368, 54","0.0067466875, 0.0275836, 0.036319602"
320,320,"49, 326, 269","0.7394127680296716, 0.6847986227723747, 0.661228474570524","49, 457, 343","0.009630295, 0.07014855, 0.08464383"
321,321,"426, 114, 77","0.9065567375134765, 0.8996120337088283, 0.8966877496215566","114, 426, 472","0.00039056386, 0.009725509, 0.011113578"
322,322,"102, 178, 366","0.8292585089367902, 0.815035113549425, 0.801865275035152","203, 178, 465","0.098451674, 0.124839686, 0.15248236"
323,323,"15, 482, 165","0.9138107367110493, 0.9011736229305319, 0.8996829556132219","165, 482, 141","0.007299265, 0.016154366, 0.026192212"
324,324,"248, 390, 65","0.6743423945030921, 0.6538458771216609, 0.6323155867112435","468, 92, 69","0.0023976283, 0.0093062995, 0.019361235"
325,325,"318, 346, 117","0.756584605452038, 0.7161195762247556, 0.6723643770355175","346, 117, 384","0.0011810851, 0.006571862, 0.019990722"
326,326,"269, 353, 478","0.7293801653964049, 0.7288483304467954, 0.7059989074435017","353, 478, 282","0.0069279065, 0.011626514, 0.014301533"
327,327,"72, 197, 145","0.6652339715954446, 0.6518314697313051, 0.642788865090593","259, 123, 369","0.0109389415, 0.013448305, 0.051859047"
328,328,"114, 426, 321","0.9066043625660074, 0.8970812751184145, 0.8952276473639308","293, 114, 321","0.0040708208, 0.042615402, 0.047477335"
329,329,"417, 241, 131","0.6979850136688214, 0.6930455101772568, 0.6903919151849325","8, 297, 193","0.0016931583, 0.0027666476, 0.005491024"
330,330,"146, 56, 210","0.8338334855379282, 0.8185656901514858, 0.7834638206030898","319, 281, 429","0.0067466875, 0.015137676, 0.015855554"
331,331,"174, 56, 146","0.709681689355416, 0.6593040442743096, 0.648126431236512","63, 113, 56","0.26445153, 0.32629967, 0.3595843"
332,332,"48, 59, 52","0.6838380504309904, 0.6248585945387065, 0.6204750800356729","52, 51, 82","0.029984571, 0.03409723, 0.044813424"
333,333,"378, 410, 180","0.7970955979795816, 0.7878229660129085, 0.7733335373600576","410, 6, 378","0.016398923, 0.01795503, 0.04892887"
334,334,"290, 454, 45","0.6957973259153866, 0.6929734968344526, 0.6753610857892418","45, 132, 341","0.0070223915, 0.030412633, 0.057302322"
335,335,"79, 198, 361","0.7608333457692419, 0.6909624035553545, 0.6687121013960763","31, 69, 198","0.014887778, 0.019449621, 0.019703012"
336,336,"107, 400, 267","0.6824285268698772, 0.637835285418693, 0.6203495312157854","400, 107, 81","0.0074723805, 0.00944942, 0.014041738"
337,337,"480, 494, 10","0.7723572963325562, 0.7608114078963041, 0.7525564736210182","215, 191, 466","0.0023028573, 0.015086197, 0.024937415"
338,338,"152, 366, 322","0.8282015950021387, 0.8033853446664079, 0.7640538273424503","380, 90, 150","0.0019040545, 0.0105990525, 0.017131284"
339,339,"161, 112, 55","0.910784351020712, 0.9094380956897579, 0.906415164114291","68, 161, 112","0.00033469108, 0.0062582353, 0.017120771"
340,340,"354, 408, 37","0.6890124351828375, 0.6258919335701955, 0.611734421294388","174, 232, 486","0.08879991, 0.15250362, 0.21230346"
341,341,"132, 349, 466","0.7803731459494123, 0.7788414476876634, 0.771881307966099","454, 132, 334","0.00022631988, 0.029441249, 0.057302322"
342,342,"192, 294, 263","0.688339407659613, 0.618950634591787, 0.5835425059736282","294, 258, 192","0.012538051, 0.0518806, 0.053641938"
343,343,"38, 261, 22","0.7505713640881007, 0.7393622084991822, 0.6310250005318233","38, 185, 261","0.0052045947, 0.008598743, 0.018969992"
344,344,"11, 434, 55","0.9196066486678693, 0.9129583533118197, 0.9042308489883971","377, 11, 16","0.015359709, 0.015830759, 0.038712606"
345,345,"484, 44, 268","0.8404990794671434, 0.8208770488105207, 0.81397213993838","268, 62, 162","0.010436799, 0.023885356, 0.025656272"
346,346,"117, 243, 325","0.7468643259561121, 0.7362496620702379, 0.7161195762247556","325, 117, 384","0.0011810851, 0.009363365, 0.019245075"
347,347,"207, 94, 171","0.695705819005795, 0.6580306506723778, 0.6554562216879566","85, 171, 363","0.007197323, 0.029404895, 0.09065953"
348,348,"126, 134, 195","0.7134117466525804, 0.712289456686152, 0.6911088807355675","289, 164, 430","0.023712054, 0.030174866, 0.04202644"
349,349,"355, 455, 268","0.845851727132067, 0.8284582119460681, 0.8082207364770781","5, 143, 345","0.08007613, 0.083140224, 0.094598055"
350,350,"395, 1, 145","0.7981784012426566, 0.7513592138218852, 0.7513238827222429","1, 176, 412","0.0083152065, 0.009254362, 0.010489677"
351,351,"159, 190, 490","0.7669087376232915, 0.7667048061998678, 0.7408063342154806","17, 368, 73","0.068428, 0.0749489, 0.086003"
352,352,"32, 252, 441","0.7680817084707183, 0.7332076652084785, 0.7084413346523417","94, 32, 363","0.011462401, 0.03465517, 0.036930744"
353,353,"326, 431, 25","0.7288483304467954, 0.6887842528574948, 0.6708875984421534","326, 478, 282","0.0069279065, 0.007744972, 0.008922626"
354,354,"356, 340, 275","0.7346744300704143, 0.6890124351828375, 0.6777201700392251","490, 469, 356","0.0012115065, 0.006361384, 0.029295977"
355,355,"455, 349, 268","0.8542501684216397, 0.845851727132067, 0.816154316415755","491, 46, 5","0.032288384, 0.046467166, 0.066204235"
356,356,"311, 354, 313","0.7470398472251673, 0.7346744300704143, 0.7342235081593775","490, 354, 14","0.0210222, 0.029295977, 0.03346208"
357,357,"277, 109, 386","0.75414915305429, 0.7418934221262301, 0.7256267984823876","219, 283, 136","0.00061368704, 0.075096026, 0.089422785"
358,358,"478, 57, 172","0.7094244672397062, 0.696515084140591, 0.6935197678000886","382, 296, 421","0.004124362, 0.007893942, 0.03639728"
359,359,"129, 297, 70","0.7362711475737492, 0.6713272908941231, 0.6274226271229928","119, 110, 129","0.016644387, 0.024656676, 0.033831235"
360,360,"400, 267, 95","0.7305380156219375, 0.6930820156858647, 0.6821255835169006","400, 81, 107","0.013887834, 0.01525327, 0.029709738"
361,361,"79, 253, 116","0.7346405734145731, 0.7314793131576603, 0.6965830918904483","84, 163, 116","0.023261126, 0.031878404, 0.034725793"
362,362,"297, 241, 70","0.7104017444751953, 0.6910895022571063, 0.6438205535630518","493, 297, 193","0.0033583583, 0.00479339, 0.00796497"
363,363,"94, 441, 32","0.7617494000523551, 0.7331990860594451, 0.7222071539695396","438, 32, 94","0.004627468, 0.0053180633, 0.018314213"
364,364,"249, 462, 423","0.9147605114313074, 0.8925206086163734, 0.8903921226613424","189, 249, 458","0.0051331683, 0.012266419, 0.040973138"
365,365,"51, 0, 168","0.7319227482260687, 0.6891245098859079, 0.6545137122217201","218, 0, 258","0.01607383, 0.032697193, 0.08433925"
366,366,"380, 338, 322","0.8627851602275298, 0.8033853446664079, 0.801865275035152","103, 287, 150","0.015317473, 0.026800478, 0.02880458"
367,367,"351, 304, 210","0.7001252474121932, 0.688929870036251, 0.6815275180847156","310, 228, 442","0.015323519, 0.049972437, 0.05116392"
368,368,"319, 409, 330","0.7528033510125692, 0.7356991513637127, 0.7210526248821244","54, 319, 157","0.0051755067, 0.0275836, 0.028702537"
369,369,"372, 80, 297","0.6879599333717413, 0.652716886013924, 0.6255085521006976","445, 80, 372","0.0079031065, 0.013215128, 0.047199167"
370,370,"421, 54, 315","0.7317015210789154, 0.7283474764669844, 0.7210080582811759","190, 315, 17","0.018902978, 0.040829547, 0.06343116"
371,371,"110, 111, 351","0.7326576015983365, 0.7310525927574787, 0.719883945980574","73, 487, 3","0.006192598, 0.013556727, 0.0506076"
372,372,"394, 70, 369","0.7745524843360727, 0.7197195079405188, 0.6879599333717413","394, 75, 229","0.0107568335, 0.018664125, 0.02157811"
373,373,"247, 449, 279","0.7845800930931849, 0.7616980375543457, 0.7533955577082523","247, 459, 473","0.002814597, 0.024598416, 0.034984868"
374,374,"236, 488, 147","0.8418581089985874, 0.65302216621048, 0.6447678411476284","224, 206, 221","0.00412908, 0.009761378, 0.015048968"
375,375,"107, 76, 173","0.8088909873219035, 0.7567921076364913, 0.7530791316994401","173, 360, 439","0.037619993, 0.045729347, 0.046572194"
376,376,"433, 335, 79","0.6732739544027433, 0.6456982957163591, 0.6426198951535204","433, 306, 436","0.046941623, 0.076742016, 0.14018707"
377,377,"257, 496, 68","0.8939642743582613, 0.8888682969950354, 0.888038677278934","11, 55, 257","0.0030608387, 0.009240232, 0.012304249"
378,378,"61, 256, 284","0.8244446109866329, 0.8182988482174149, 0.8006098946826895","6, 333, 410","0.011015321, 0.04892887, 0.059006825"
379,379,"399, 450, 414","0.813749775082014, 0.7634687777171056, 0.7452346799481574","474, 83, 450","0.007791717, 0.020561848, 0.020669393"
380,380,"366, 90, 121","0.8627851602275298, 0.8364333612695197, 0.8085789559400816","338, 90, 150","0.0019040545, 0.017689653, 0.017778698"
381,381,"129, 83, 202","0.703458970064564, 0.6929238623447794, 0.685571605529433","129, 110, 119","0.0062026526, 0.008605102, 0.010164406"
382,382,"47, 296, 65","0.5990911616543741, 0.5724202702486588, 0.5714475459196764","296, 358, 421","0.0010853445, 0.004124362, 0.03309538"
383,383,"147, 488, 307","0.7395125714870245, 0.7145099695452464, 0.6998340675889876","277, 480, 147","0.010421386, 0.013657507, 0.01442986"
384,384,"117, 318, 489","0.7552692911628826, 0.7317567377308237, 0.7147987958614835","489, 117, 101","0.0040006, 0.0063661784, 0.010515388"
385,385,"412, 298, 251","0.7476679098783627, 0.7431787463729603, 0.6841627982174469","72, 205, 197","0.0076438067, 0.021412788, 0.028936917"
386,386,"182, 277, 357","0.7535421989572451, 0.7476900474259438, 0.7256267984823876","295, 337, 383","0.051309135, 0.057834186, 0.06757031"
387,387,"223, 423, 285","0.9380141349898462, 0.9216056390134101, 0.9077648386489432","142, 223, 167","0.0048480392, 0.0074516754, 0.01310976"
388,388,"270, 378, 284","0.7531748290900309, 0.7478131304049683, 0.7284164902795661","395, 418, 251","0.0083964765, 0.00847562, 0.016867815"
389,389,"187, 128, 151","0.7182834238427505, 0.706551587244638, 0.6885933599018824","499, 202, 151","0.0026286563, 0.028188176, 0.03299734"
390,390,"65, 21, 330","0.7232404066996333, 0.7129399086372619, 0.6933337911193981","248, 21, 324","0.019344164, 0.026888262, 0.095772125"
